time,vwnd
2014-12-01T00:00:00Z,-1.0362022
2015-01-01T00:00:00Z,-0.8596774
2015-02-01T00:00:00Z,-0.7184524
2015-03-01T00:00:00Z,-1.1103774
2015-04-01T00:00:00Z,-1.06375
2015-05-01T00:00:00Z,-0.9071332
2015-06-01T00:00:00Z,-0.5087744
2015-07-01T00:00:00Z,-0.0180593
2015-08-01T00:00:00Z,-0.398374
2016-01-01T00:00:00Z,-0.7959569
2016-02-01T00:00:00Z,-1.4596821
2016-03-01T00:00:00Z,-1.2787349
2016-04-01T00:00:00Z,-1.5112971
2016-05-01T00:00:00Z,-0.0088556
2016-06-01T00:00:00Z,-0.0998573
2016-07-01T00:00:00Z,0.5382114
2016-08-01T00:00:00Z,-0.3877688
2016-09-01T00:00:00Z,-0.298587
2016-10-01T00:00:00Z,-1.0473
2016-11-01T00:00:00Z,-1.6208837
2016-12-01T00:00:00Z,-1.7889796
2017-01-01T00:00:00Z,-0.0263288
2017-02-01T00:00:00Z,-0.2972678
2017-03-01T00:00:00Z,-1.0564748
2017-04-01T00:00:00Z,-1.1272599
2017-05-01T00:00:00Z,-0.3217919
2017-06-01T00:00:00Z,-0.0418056
2017-07-01T00:00:00Z,0.5209924
2017-08-01T00:00:00Z,0.0536251
2017-09-01T00:00:00Z,-0.7752315
2017-10-01T00:00:00Z,-0.7033162
2017-11-01T00:00:00Z,-1.1237587
2017-12-01T00:00:00Z,-1.714971
2018-01-01T00:00:00Z,-1.25156
2018-02-01T00:00:00Z,-1.1531894
2018-03-01T00:00:00Z,-0.6616057
2018-04-01T00:00:00Z,-0.7912902
2018-05-01T00:00:00Z,-0.5248302
2018-06-01T00:00:00Z,0.6538212
2018-07-01T00:00:00Z,0.3856631
2018-08-01T00:00:00Z,0.3949012
2018-09-01T00:00:00Z,-0.3683577
2018-10-01T00:00:00Z,-0.3735485
2018-11-01T00:00:00Z,-0.7950743
2018-12-01T00:00:00Z,-1.9668736
2019-01-01T00:00:00Z,-0.3164166
2019-02-01T00:00:00Z,-0.5302736
2019-03-01T00:00:00Z,-0.9390089
2019-04-01T00:00:00Z,-0.6816393
2019-05-01T00:00:00Z,-0.2668683
2019-06-01T00:00:00Z,0.5136962
2019-07-01T00:00:00Z,-0.2907112
2019-08-01T00:00:00Z,-0.1901617
2019-09-01T00:00:00Z,0.0660412
2019-10-01T00:00:00Z,-0.7694706
2019-11-01T00:00:00Z,-0.6577716
2019-12-01T00:00:00Z,-0.9421241
2020-01-01T00:00:00Z,-1.1441454
2020-02-01T00:00:00Z,-0.7994483
2020-03-01T00:00:00Z,-0.2662719
2020-04-01T00:00:00Z,-0.1933796
2020-05-01T00:00:00Z,-0.1464464
2020-06-01T00:00:00Z,-6.023E-4
2020-07-01T00:00:00Z,-0.7414587
2020-08-01T00:00:00Z,-0.3837553
2020-09-01T00:00:00Z,-1.1460737
2020-10-01T00:00:00Z,-0.4398647
2020-11-01T00:00:00Z,-1.0871311
2020-12-01T00:00:00Z,-1.434312
2021-01-01T00:00:00Z,-0.9542703
2021-02-01T00:00:00Z,-1.3682157
2021-03-01T00:00:00Z,-1.463486
2021-04-01T00:00:00Z,-0.7838126
2021-05-01T00:00:00Z,-0.6061224
