time,flow_anomaly_7_day_min,Seup,Selo,location
1993-01-01T00:00:00Z,-0.34860435,0.010646052,-0.71141016,Salish Sea & WA Coast
1994-01-01T00:00:00Z,-0.38917327,-0.027464861,-0.74713755,Salish Sea & WA Coast
1995-01-01T00:00:00Z,-0.5994028,-0.23969048,-0.958055,Salish Sea & WA Coast
1996-01-01T00:00:00Z,0.5957172,0.9589568,0.23817085,Salish Sea & WA Coast
1997-01-01T00:00:00Z,1.4743899,1.840212,1.1167783,Salish Sea & WA Coast
1998-01-01T00:00:00Z,-0.15026022,0.21028188,-0.5081211,Salish Sea & WA Coast
1999-01-01T00:00:00Z,0.26213658,0.6214955,-0.097774215,Salish Sea & WA Coast
2000-01-01T00:00:00Z,0.5380071,0.8984734,0.1800194,Salish Sea & WA Coast
2001-01-01T00:00:00Z,0.35338995,0.71690345,-0.004127347,Salish Sea & WA Coast
2002-01-01T00:00:00Z,-0.12166957,0.23653221,-0.48146614,Salish Sea & WA Coast
2003-01-01T00:00:00Z,-1.0503793,-0.6925675,-1.4110003,Salish Sea & WA Coast
2004-01-01T00:00:00Z,0.049981203,0.41467255,-0.30747762,Salish Sea & WA Coast
2005-01-01T00:00:00Z,-0.3296901,0.029228073,-0.6892731,Salish Sea & WA Coast
2006-01-01T00:00:00Z,-0.30216944,0.057607822,-0.66081357,Salish Sea & WA Coast
2007-01-01T00:00:00Z,-0.69083875,-0.333431,-1.0533968,Salish Sea & WA Coast
2008-01-01T00:00:00Z,0.864409,1.2225246,0.5043153,Salish Sea & WA Coast
2009-01-01T00:00:00Z,-0.09891706,0.26140454,-0.45713413,Salish Sea & WA Coast
2010-01-01T00:00:00Z,-0.26433906,0.09307303,-0.62710124,Salish Sea & WA Coast
2011-01-01T00:00:00Z,1.1345255,1.4922504,0.77281296,Salish Sea & WA Coast
2012-01-01T00:00:00Z,0.43214622,0.78979963,0.070846274,Salish Sea & WA Coast
2013-01-01T00:00:00Z,-0.042560797,0.31496,-0.4073003,Salish Sea & WA Coast
2014-01-01T00:00:00Z,0.29482466,0.6522402,-0.06819649,Salish Sea & WA Coast
2015-01-01T00:00:00Z,-0.5772385,-0.21069895,-0.9376739,Salish Sea & WA Coast
2016-01-01T00:00:00Z,-0.33955148,0.017964382,-0.7015485,Salish Sea & WA Coast
2017-01-01T00:00:00Z,-0.31301862,0.04529767,-0.6813908,Salish Sea & WA Coast
2018-01-01T00:00:00Z,-0.36745587,-0.009864607,-0.7288644,Salish Sea & WA Coast
2019-01-01T00:00:00Z,-0.5462188,-0.18881403,-0.909036,Salish Sea & WA Coast
2020-01-01T00:00:00Z,-0.08645861,0.27696124,-0.45483154,Salish Sea & WA Coast
